taxon_name,taxon_name_original,taxname_source,entity_type_tax,taxon_family,life_stage_generic,life_stage_taxon_specific,caste,sex,trait_name,entity_type,value_type,unit_numeric,value,replicates,measurement_remarks,method_number,observation_number,methods,site_name,site_latitude,site_longitude,site_date_of_visit,site_description,site_fire_impact,collection_date,associated_plant_taxa,plant_relation_description,associated_fauna_taxa,associated_fauna_taxa_synonyms,fauna_relation_description,taxname_issues_description,context,source_key,source_doi,source_citation,source_type,secondary_citation
Cecidopsylla paterae,NA,AFD,species,Calophyidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva pit gall-inducer, sap-sucker",NA,NA,NA,"NSW, QLD",NA,NA,NA,NA,NA,NA,Geijera parviflora,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Burckhardt, D. (1992). Notes on the Indo-Australian plant louse genus Cecidopsylla (Homoptera, Psylloidea) with descriptions of two new species. Phytophaga, 3, 73–86; Taylor, K. L. (1984b). Two new species of Cecidopsylla Kieffer (Homoptera: Psylloidea) from Australia forming pit galls on Banksia and Geijera. Journal of the Australian Entomological Society, 23, 277–283."
NA,Anomalopsylla sp.,NA,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,sap-sucker,NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Geijera parviflora,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Yen, A. L. (1978). Anomalopsylla Tuthill (Hemiptera: Psylloidea) in Australia. Australian Entomological Magazine, 4, 116; Burckhardt, D., & Lauterer, P. (1989). Systematics and biology of the Rhinocolinae (Homoptera: Psylloidea). Journal of Natural History, 23, 643-712."
Geijerolyma robusta,NA,AFD,species,Liviidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva free-living, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Geijera parviflora,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1903). Australian Psyllidae. Part III. Proceedings of the Linnean Society of New South Wales, 28, 315-337."
Cecidopsylla paterae,NA,AFD,species,Calophyidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geijera parviflora,host plant species,NA,NA,NA,NA,NA,Taylor_1984,doi: 10.1111/j.1440-6055.1984.tb01961.x,"Taylor, K. L. (1984). Two new species of Cecidopsylla Kieffer (Homoptera: Psylloidea) from Australia forming pit galls on Banksia and Geijera. Australian Journal of Entomology, 23(4), 277–283. doi: 10.1111/j.1440-6055.1984.tb01961.x",article,NA
Acizzia mccarthyi,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,"Specimens were collected by beating or vacuuming 30 individuals of each plant species, at each site.","Mt Talyuberlup, 351 m, Stirling Range NP, WA",NA,NA,29/10/2007,NA,NA,NA,Gastrolobium bilobium,host plant species,NA,NA,NA,NA,NA,Taylor_2014,doi: 10.1163/1876312X-00002107,"Taylor, G. S., & Moir, M. L. (2014). Further evidence of the coextinction threat for jumping plant-lice: three new Acizzia (Psyllidae) and Trioza (Triozidae) from Western Australia. Insect Systematics & Evolution, 45(3), 283–302. doi: 10.1163/1876312X-00002107",article,NA
NA,Mycopsylla sp.,NA,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,"With only a few Mycopsylla individuals collected from F. watkinsiana, it is difficult to draw strong conclusions, but, given the high host specificity of M. fici and M. proxima and the absence of homotomids from other Ficus species we surveyed, it seems likely that this putative new Mycopsylla sp. is specific to F. watkinsiana.",NA,NA,NA,"Urunga, NSW",-30.495,153.022,2013-12,NA,NA,NA,Ficus watkinsiana,host plant species,NA,NA,NA,taxon_name_original is an undescribed taxa specimens deposited at an unknown collection with code CF496N1 and CF499S1.,NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",article,NA
NA,Macrohomotoma sp.,NA,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus sp.,host plant species; host plants (of Homotomidae species) are all in the Moraceae and mainly of the genus Ficus,NA,NA,NA,"Undescribed taxon_name_original specimens deposited at the Australian Quarantine and Inspection Service Museum, no collection number provided.",NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. & Carver, M. (1991). Superfamily Psylloidea. Pp. 448–450 In Naumann, I. D. (ed.) The Insects of Australia. A textbook for students and research workers. Melbourne: Melbourne University Press Vol. 1. 542 pp."
Mycopsylla proxima,NA,AFD,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,highly_specialised,NA,NA,NA,NA,NA,Eden in southern NSW to Cape York Peninsula in far north QLD; see Fromont_2017 supplementary material for full location list,NA,NA,NA,NA,NA,NA,Ficus rubiginosa,host plant species,NA,NA,NA,NA,NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",review,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242-298; Hollis, D. & Broomfield, P. S. (1989). Ficus-feeding psyllids (Homoptera), with special reference to the Homotomidae. Bulletin of the British Museum (Natural History), Entomology, 58, 131–183."
NA,Pauropsylla sp.,NA,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva pit gall-inducer, sap-sucker",NA,NA,NA,"NT, Goulburn Is.",NA,NA,NA,NA,NA,NA,Ficus opposita,host plant species,NA,NA,NA,"Undescribed taxon_name_original specimens deposited at the Northern Territory Economic Insect Research Collection, no collection number provided.",NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Mycopsylla fici,NA,AFD,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,highly_specialised,NA,NA,NA,NA,NA,south coast NSW to southern QLD; see Fromont_2017 supplementary material for full location list,NA,NA,NA,NA,NA,NA,Ficus macrophylla f. macrophylla,host plant species,NA,NA,NA,NA,NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",review,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242-298; Hollis, D. & Broomfield, P. S. (1989). Ficus-feeding psyllids (Homoptera), with special reference to the Homotomidae. Bulletin of the British Museum (Natural History), Entomology, 58, 131–183; Dixon, D. J. (2001). Figs, wasps and species concepts: a re-evaluation of the infraspecific taxa of Ficus macrophylla (Moraceae: Urostigma sect. Malvanthera). Australian Systematic Botany, 14, 125–132."
NA,Psyllaephagus sp. PI,NA,species,Encyrtidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,highly_specialised,NA,Psyllaephagus sp. PI was a specialist of M. fici found on both the mainland and LHI,NA,NA,NA,south coast NSW to southern QLD; see Fromont_2017 supplementary material for full location list,NA,NA,NA,NA,NA,NA,Ficus macrophylla f. macrophylla,host plant species,Mycopsylla fici,parasitise psyllid,NA,"taxon_name_original is an undescribed taxa specimens deposited at an unknown collection, collection number provided unclear.",NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",article,NA
Mycopsylla fici,NA,AFD,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,highly_specialised,NA,NA,NA,NA,NA,Lord Howe Island,NA,NA,NA,NA,NA,NA,Ficus macrophylla f. columnaris,host plant species,NA,NA,NA,NA,NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",review,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242-298; Hollis, D. & Broomfield, P. S. (1989). Ficus-feeding psyllids (Homoptera), with special reference to the Homotomidae. Bulletin of the British Museum (Natural History), Entomology, 58, 131–183; Dixon, D. J. (2001). Figs, wasps and species concepts: a re-evaluation of the infraspecific taxa of Ficus macrophylla (Moraceae: Urostigma sect. Malvanthera). Australian Systematic Botany, 14, 125–132."
NA,Psyllaephagus sp. PI,NA,species,Encyrtidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,highly_specialised,NA,Psyllaephagus sp. PI was a specialist of M. fici found on both the mainland and LHI,NA,NA,NA,Lord Howe Island,NA,NA,NA,NA,NA,NA,Ficus macrophylla f. columnaris,host plant species,Mycopsylla fici,parasitise psyllid,NA,"taxon_name_original is an undescribed taxa specimens deposited at an unknown collection, collection number provided unclear.",NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",article,NA
Mycopsylla fici,NA,AFD,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,larva sap-sucker; larvae under communal lerp,NA,NA,NA,"Lord Howe Island, NSW, QLD",NA,NA,NA,NA,NA,NA,Ficus macrophylla,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242–298; Taylor, K. L. (1976) Records of Psylla dodonaeae Tuthill (Hemiptera: Psyllidae) in Australia, with notes on its biology. Journal of the Australian Entomological Society, 15, 347; Hollis, D. & Broomfield, P. S. (1989). Ficus-feeding psyllids (Homoptera), with special reference to the Homotomidae. Bulletin of the British Museum (Natural History), Entomology, 58, 131–183; Glowacka, E. & Maryanska-Nadachowska, A. (1998). Male reproductive system and karyotype of Mycopsylla fici (Tryon) (Homoptera, Psylloidea). Folia biologica (Krakow), 46, 17–21."
Mycopsylla proxima,NA,AFD,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,larva sap-sucker; larvae under communal lerp,NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Ficus macrophylla,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1976) Records of Psylla dodonaeae Tuthill (Hemiptera: Psyllidae) in Australia, with notes on its biology. Journal of the Australian Entomological Society, 15, 347; Hollis, D. & Broomfield, P. S. (1989). Ficus-feeding psyllids (Homoptera), with special reference to the Homotomidae. Bulletin of the British Museum (Natural History), Entomology, 58, 131–183."
NA,Macrohomotoma sp.,NA,species,Homotomidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus benjamina,host plant species; host plants (of Homotomidae species) are all in the Moraceae and mainly of the genus Ficus,NA,NA,NA,"Undescribed taxon_name_original specimens deposited at the Australian Quarantine and Inspection Service Museum, no collection number provided.",NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Mycopsylla,NA,AFD,genus,Homotomidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus,host plant genus,NA,NA,NA,NA,NA,Fromont_2017,doi: 10.1111/icad.12202,"Fromont, C., DeGabriel, J. L., Riegler, M., & Cook, J. M. (2017). Diversity and specificity of sap-feeding herbivores and their parasitoids on Australian fig trees. Insect Conservation and Diversity, 10(2), 107–119. doi: 10.1111/icad.12202",article,NA
Macrohomotoma,NA,AFD,genus,Homotomidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus,host plant genus,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Mycopsylla,NA,AFD,genus,Homotomidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus,host plant genus,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Pauropsylla,NA,AFD,genus,Triozidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus,host plant genus,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Acizzia,NA,AFD,genus,Psyllidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Blastopsylla,NA,AFD,genus,Psyllidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Brinckitia,NA,AFD,genus,Psyllidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Trichocolletes,NA,AFD,genus,Colletidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabaceae,Most bee species in the genus forage on pea flowers,NA,NA,NA,NA,NA,Houston_2020,doi: 10.1111/aen.12462,"Houston, T. F. (2020). On the remarkable nesting biology of an Australian bee in the genus Trichocolletes Cockerell (Hymenoptera: Colletidae). Austral Entomology, 59(3), 593-601.",article,NA
Trioza,NA,AFD,genus,Triozidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphorbiaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Trioza adventicia,NA,Psyl'list,species,Triozidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,generalist,NA,NA,NA,NA,NA,"Waite Inst., SA",NA,NA,24/10/1958,NA,NA,NA,Eugenia sp.,host plant species; from leaves of Eugenia sp. which the nymphs produce pits,NA,NA,NA,NA,NA,Taylor_2020,doi:10.1017/S0007485319000695,"Taylor, G. S., & Martoni, F. (2020). Case of mistaken identity: resolving the taxonomy between Trioza eugeniae Froggatt and T. adventicia Tuthill (Psylloidea: Triozidae). Bulletin of Entomological Research, 110(3), 340–351. Cambridge Core. doi: 10.1017/S0007485319000695",article,NA
Eucalyptolyma distincta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus? Trachyphloia, Angophora woodsiana",host plant species,NA,NA,NA,NA,NA,Taylor_1987a,doi: 10.1111/j.1440-6055.1987.tb00270.x,"Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Australian Journal of Entomology, 26(2), 97–127. doi: 10.1111/j.1440-6055.1987.tb00270.x",article,NA
Anoeconeossa trivittata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucalyptus? roycei, Eucalyptus eudesmioides",host plant species,NA,NA,NA,NA,NA,Taylor_1987a,doi: 10.1111/j.1440-6055.1987.tb00270.x,"Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Australian Journal of Entomology, 26(2), 97–127. doi: 10.1111/j.1440-6055.1987.tb00270.x",article,NA
Schedotrioza serrata,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Wentworth Falls, NSW",NA,NA,28/02/1953,NA,NA,NA,Eucalyptus? piperita,host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Schedotrioza multitudinea,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"5.5 km S of La Trobe, TAS",NA,NA,15/03/1979,NA,NA,NA,Eucalyptus? obliqua,host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Schedotrioza distorta,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Wittunga Botanic Park, Blackwood, Adelaide",NA,NA,10/12/1982,NA,NA,NA,Eucalyptus? gracilis,doubtful host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Schedotrioza distorta,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Wittunga Botanic Park, Blackwood, Adelaide",NA,NA,7/12/1982,NA,NA,NA,Eucalyptus? caleyi,host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Glycaspis (Glycaspis) fuscovena,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,"NSW, SA",NA,NA,NA,NA,NA,NA,"Eucalyptus woollsiana, Eucalyptus microcarpa",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1970). Observations on some Australian forest insects. 32. Further notes on Glycaspis spp. (Hemiptera: Psyllidae). Journal of the Australian Entomological Society, 7, 48-49; White, T. C. R. (1972). The production of amylose in the faeces of psyllid larvae with special reference to the lerps of Cardiaspina densitexta. Journal of Insect Physiology, 18, 2359-2367; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
NA,"Schedotrioza, sp. nov.",NA,species,Triozidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,VIC: Glenelg Park,NA,NA,NA,NA,NA,NA,Eucalyptus willisii,host plant species,NA,NA,NA,"taxon_name_original is an undescribed taxa, specimen deposited at an unknown collection with code S56.",data taken from supplementary material,Percy_2006,doi: 10.1071/IS05057,"Percy, D. M., Taylor, G. S., & Kennedy, M. (2006). Psyllid communication: acoustic diversity, mate recognition and phylogenetic signal. Invertebrate Systematics, 20(4), 431–445. doi: 10.1071/IS05057",article,NA
Schedotrioza marginata,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Lee's Springs, ACT",NA,NA,1/11/1951,NA,NA,NA,Eucalyptus viminalis(?),doubtful host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
